0.846345,0.660584
0.357961,-0.0528679
-2.90469,0.915036
2.42466,0.203409
1.15585,1.17034
-0.38715,2.07631
1.27907,1.47729
1.12465,1.26855
-0.105559,1.28635
0.508354,-0.168955
-2.18957,1.45096
2.49613,0.241653
1.10585,1.36787
1.38004,1.28253
1.17165,1.11147
-1.46242,1.84968
-0.574994,2.09027
0.842844,1.87128
1.10837,1.32379
-1.75962,1.73906
-1.52237,1.82216
-0.786106,2.0718
1.05627,-0.276607
-1.69708,1.76937
-1.23863,1.94743
-0.070012,1.92769
0.252717,0.0789166
2.64628,0.364509
0.801221,1.79391
1.14435,1.17693
-0.419575,2.08054
1.25392,1.51073
1.12088,1.28451
-0.100947,0.79
0.592284,-0.195252
-1.99637,1.58279
-2.95334,0.853592
2.67,0.3712
0.741667,1.84072
1.14209,1.18453
-0.332226,2.06609
1.29864,1.44984
1.12825,1.25348
-0.0522897,1.55989
1.87996,-0.113821
0.302134,-0.0023582
3.07577,0.681526
-2.02598,1.55281
3.10497,0.681451
-2.16989,1.45481
2.51488,0.254174
1.08801,1.41961
1.34546,1.05281
-0.0426899,1.87383
-0.0633274,1.50497
1.30406,-0.296147
-2.18923,1.45239
2.50157,0.245349
1.10134,1.38281
1.39522,1.17291
1.31763,1.03504
-0.496927,2.08678
1.12011,1.65539
1.10918,1.32668
-0.753424,2.16374
1.39386,1.23016
1.21001,1.05596
-2.31448,1.33106
2.06759,-0.0169053
0.150927,0.129657
2.34135,0.160739
1.37902,1.10601
-0.306122,2.21487
1.21475,1.039
-2.77469,0.988887
2.09592,0.00420726
0.225657,0.0423065
2.79299,0.469751
0.156786,2.11956
1.16121,1.11632
-1.55191,1.80563
-0.921072,2.04559
-0.118462,0.933982
0.470911,-0.135622
-2.38719,1.30882
2.02335,-0.0398076
0.120163,0.176039
2.1289,0.0344394
0.461134,-0.147895
-2.33475,1.34716
2.11326,0.00789182
0.280846,-0.012022
3.1023,0.701823
-2.24131,1.40459
2.29745,0.114713
-0.0652648,1.50054
1.26721,-0.301347
-2.01859,1.56898
-3.0585,0.772777
-3.04378,0.797783
3.10477,0.694162
-2.22299,1.41752
2.3492,0.146641
1.38848,1.13607
1.39053,1.23693
1.20546,1.06053
-2.27859,1.35656
2.13589,0.0202351
0.423975,-0.124236
-2.4868,1.2349
1.91563,-0.0922139
0.218166,0.0755403
2.63438,0.356167
0.837856,1.76282
1.14711,1.16927
-0.517354,2.08767
1.05993,1.70951
1.1071,1.33279
0.0749911,2.18075
1.14856,1.14751
-0.953507,2.03621
-0.117318,1.17347
0.425734,-0.11531
-2.52965,1.20272
1.89444,-0.101698
0.259666,0.0354725
2.85617,0.516199
-0.244952,2.18181
1.23256,1.02867
-2.65837,1.07743
1.92168,-0.0867867
0.204663,0.0892538
2.56135,0.305541
1.00773,1.57201
1.18796,1.07867
-2.11365,1.47038
2.59412,0.307929
0.964329,1.63088
1.16779,1.11414
-1.46904,1.8465
-0.597596,2.08969
0.67078,1.97187
1.11392,1.29745
0.0615037,0.336224
1.52725,-0.225644
2.3082,0.14215
-2.82063,0.987026
2.16612,0.0437565
0.88135,-0.300951
-1.41109,1.92143
-0.160858,2.00601
0.99986,1.75877
1.10629,1.33415
0.177606,2.15873
1.13994,1.17745
-0.465838,2.085
1.19049,1.58459
1.11383,1.31108
1.76794,-0.131206
0.60207,-0.191002
-2.01202,1.57244
-3.03369,0.791864
3.08828,0.681589
-2.08727,1.51167
2.82792,0.474332
0.0118673,2.15251
1.1781,1.08287
-2.22887,1.39151
2.24809,0.0848994
-1.30434,1.91957
-0.168377,2.0095
1.0503,1.7176
1.10696,1.33313
0.106525,2.17459
1.14572,1.1568
-0.786032,2.06993
0.891234,-0.2607
-1.62827,1.80815
-0.893058,2.05199
-0.0844715,0.711583
0.687302,-0.231341
-1.76937,1.72614
-1.64643,1.75768
-1.35357,1.90061
-0.256889,2.04812
1.30042,1.44707
1.12913,1.25165
-0.0466188,1.58386
2.22513,0.0684526
-3.04049,0.784451
3.13464,0.717112
-2.45928,1.24581
1.92276,-0.0891124
0.205929,0.0877282
2.56819,0.310164
0.995309,1.59016
1.18066,1.09007
-1.92146,1.59532
-2.85279,0.930747
2.29274,0.119512
-0.0624362,1.51403
1.37968,-0.282682
-2.62755,1.12985
1.90248,-0.0966115
0.241018,0.0531776
2.75723,0.443789
0.349773,2.05552
1.14782,1.1554
-0.781077,2.07064
1.01852,-0.275036
-1.65612,1.79269
-1.02522,2.0189
-0.0710702,1.46702
1.04224,-0.313372
-1.45833,1.89839
-0.267139,2.05147
1.30829,1.43486
1.13077,1.24421
-0.0297216,1.67617
-2.16594,1.43536
2.42343,0.193904
1.16159,1.15189
-0.636973,2.08609
0.021063,2.19036
1.15393,1.13143
-1.26952,1.93378
-0.111634,1.971
-0.594033,2.19282
1.34193,1.0426
-0.12231,1.9754
-0.403086,2.21194
1.24765,1.0217
-2.49139,1.20244
1.87836,-0.109313
0.297179,0.00200925
3.0508,0.662513
-1.81512,1.68757
-2.01975,1.53416
2.97329,0.581983
-1.06089,2.05412
-0.118388,0.937557
0.468834,-0.134265
-2.39477,1.3032
2.01248,-0.0453869
0.120578,0.17723
2.12402,0.0316808
0.419,-0.121018
-2.50845,1.21863
1.90315,-0.0979096
0.241797,0.0522324
2.76133,0.446697
0.328721,2.06377
1.14915,1.15151
