0,0,0,1,0,0,-5.2,0,0,0.0003
9.20973e-314,3.90445e-313,0,0.999998,0.0018849,0,-5.2,-0.000826432,0,0.0006
3.68389e-313,1.56178e-312,0,0.999993,0.00376979,0,-5.2,-0.00165286,0,0.0006
8.28876e-313,3.514e-312,0,0.999984,0.00565467,0,-5.2,-0.00247929,0,0.0009
1.47356e-312,6.24712e-312,0,0.999972,0.00753953,0,-5.2,-0.00330573,0,0.0012
2.30243e-312,9.76112e-312,0,0.999956,0.00942437,0,-5.2,-0.00413216,0,0.0015
3.3155e-312,1.4056e-311,0,0.999936,0.0113092,0,-5.2,-0.00495859,0,0.0018
4.51277e-312,1.91318e-311,0,0.999913,0.0131939,0,-5.2,-0.00578502,0,0.0021
5.89423e-312,2.49885e-311,0,0.999886,0.0150786,0,-5.2,-0.00661145,0,0.0024
7.45988e-312,3.1626e-311,0,0.999856,0.0169633,0,-5.19999,-0.00743788,0,0.0027
9.20973e-312,3.90445e-311,0,0.999822,0.0188479,0,-5.19999,-0.00826431,0,0.003
1.11438e-311,4.72438e-311,0,0.999785,0.0207324,0,-5.19999,-0.00909074,0,0.0033
1.3262e-311,5.62241e-311,0,0.999744,0.0226169,0,-5.19999,-0.00991717,0,0.0036
1.55644e-311,6.59852e-311,0,0.9997,0.0245013,0,-5.19999,-0.0107436,0,0.0039
1.80511e-311,7.65272e-311,0,0.999652,0.0263856,0,-5.19999,-0.01157,0,0.0042
2.07219e-311,8.78501e-311,0,0.9996,0.0282697,0,-5.19999,-0.0123965,0,0.0045
2.35769e-311,9.99539e-311,0,0.999545,0.0301538,0,-5.19998,-0.0132229,0,0.0048
2.66161e-311,1.12839e-310,0,0.999487,0.0320378,0,-5.19998,-0.0140493,0,0.0051
2.98395e-311,1.26504e-310,0,0.999424,0.0339217,0,-5.19998,-0.0148757,0,0.0054
3.32471e-311,1.40951e-310,0,0.999359,0.0358055,0,-5.19998,-0.0157022,0,0.0057
