0.00495611,0,0,1.00496,0,0,-5.19504,0,0,0.0003
0.00495611,7.82493e-07,0,1.00495,0.00188568,0,-5.19504,-0.000825649,0,0.0006
0.00495611,1.56499e-06,0,1.00495,0.00377136,0,-5.19504,-0.0016513,0,0.0006
0.00495611,2.34748e-06,0,1.00494,0.00565702,0,-5.19504,-0.00247695,0,0.0009
0.00495611,3.12997e-06,0,1.00493,0.00754266,0,-5.19504,-0.0033026,0,0.0012
0.00495611,3.91246e-06,0,1.00491,0.00942828,0,-5.19504,-0.00412825,0,0.0015
0.00495611,4.69496e-06,0,1.00489,0.0113139,0,-5.19504,-0.00495389,0,0.0018
0.00495611,5.47745e-06,0,1.00487,0.0131994,0,-5.19504,-0.00577954,0,0.0021
0.00495611,6.25994e-06,0,1.00484,0.0150849,0,-5.19504,-0.00660519,0,0.0024
0.0049561,7.04243e-06,0,1.00481,0.0169703,0,-5.19504,-0.00743084,0,0.0027
0.0049561,7.82493e-06,0,1.00478,0.0188557,0,-5.19504,-0.00825649,0,0.003
0.0049561,8.60742e-06,0,1.00474,0.020741,0,-5.19504,-0.00908214,0,0.0033
0.0049561,9.38991e-06,0,1.0047,0.0226263,0,-5.19503,-0.00990778,0,0.0036
0.0049561,1.01724e-05,0,1.00466,0.0245114,0,-5.19503,-0.0107334,0,0.0039
0.0049561,1.09549e-05,0,1.00461,0.0263965,0,-5.19503,-0.0115591,0,0.0042
0.0049561,1.17374e-05,0,1.00456,0.0282815,0,-5.19503,-0.0123847,0,0.0045
0.00495609,1.25199e-05,0,1.0045,0.0301664,0,-5.19503,-0.0132104,0,0.0048
0.00495609,1.33024e-05,0,1.00444,0.0320511,0,-5.19502,-0.014036,0,0.0051
0.00495609,1.40849e-05,0,1.00438,0.0339358,0,-5.19502,-0.0148617,0,0.0054
0.00495609,1.48674e-05,0,1.00431,0.0358203,0,-5.19502,-0.0156873,0,0.0057
0.00495609,1.56499e-05,0,1.00425,0.0377047,0,-5.19502,-0.016513,0,0.006
0.00495608,1.64323e-05,0,1.00417,0.039589,0,-5.19501,-0.0173386,0,0.0063
