0.0491661,0,0,1.04917,0,0,-5.15083,0,0,0.0003
0.0491661,7.80879e-06,0,1.04916,0.00189271,0,-5.15083,-0.000818623,0,0.0006
0.0491661,1.56176e-05,0,1.04916,0.00378541,0,-5.15083,-0.00163725,0,0.0006
0.0491661,2.34264e-05,0,1.04915,0.0056781,0,-5.15083,-0.00245587,0,0.0009
0.0491661,3.12352e-05,0,1.04914,0.00757077,0,-5.15083,-0.00327449,0,0.0012
0.0491661,3.9044e-05,0,1.04912,0.00946341,0,-5.15083,-0.00409311,0,0.0015
0.0491661,4.68527e-05,0,1.0491,0.011356,0,-5.15083,-0.00491174,0,0.0018
0.0491661,5.46615e-05,0,1.04908,0.0132486,0,-5.15083,-0.00573036,0,0.0021
0.0491661,6.24703e-05,0,1.04905,0.0151411,0,-5.15083,-0.00654898,0,0.0024
0.049166,7.02791e-05,0,1.04902,0.0170336,0,-5.15083,-0.0073676,0,0.0027
0.049166,7.80879e-05,0,1.04899,0.018926,0,-5.15083,-0.00818622,0,0.003
0.049166,8.58967e-05,0,1.04895,0.0208183,0,-5.15083,-0.00900485,0,0.0033
0.049166,9.37054e-05,0,1.04891,0.0227106,0,-5.15082,-0.00982347,0,0.0036
0.049166,0.000101514,0,1.04887,0.0246028,0,-5.15082,-0.0106421,0,0.0039
0.049166,0.000109323,0,1.04882,0.0264949,0,-5.15082,-0.0114607,0,0.0042
0.049166,0.000117132,0,1.04877,0.0283869,0,-5.15082,-0.0122793,0,0.0045
0.0491659,0.000124941,0,1.04871,0.0302788,0,-5.15082,-0.013098,0,0.0048
0.0491659,0.000132749,0,1.04865,0.0321706,0,-5.15081,-0.0139166,0,0.0051
0.0491659,0.000140558,0,1.04859,0.0340623,0,-5.15081,-0.0147352,0,0.0054
0.0491659,0.000148367,0,1.04852,0.0359538,0,-5.15081,-0.0155538,0,0.0057
0.0491658,0.000156176,0,1.04846,0.0378453,0,-5.15081,-0.0163724,0,0.006
0.0491658,0.000163984,0,1.04838,0.0397366,0,-5.1508,-0.017191,0,0.0063
0.0491658,0.000171793,0,1.04831,0.0416277,0,-5.1508,-0.0180097,0,0.0066
0.0491658,0.000179602,0,1.04823,0.0435187,0,-5.1508,-0.0188283,0,0.0069
0.0491657,0.000187411,0,1.04814,0.0454096,0,-5.1508,-0.0196469,0,0.0072
0.0491657,0.000195219,0,1.04806,0.0473003,0,-5.15079,-0.0204655,0,0.0075
0.0491657,0.000203028,0,1.04797,0.0491908,0,-5.15079,-0.0212841,0,0.0078
0.0491656,0.000210837,0,1.04787,0.0510812,0,-5.15079,-0.0221027,0,0.0081
0.0491656,0.000218646,0,1.04777,0.0529714,0,-5.15078,-0.0229214,0,0.0084
0.0491656,0.000226454,0,1.04767,0.0548614,0,-5.15078,-0.02374,0,0.0087
0.0491655,0.000234263,0,1.04757,0.0567512,0,-5.15077,-0.0245586,0,0.009
0.0491655,0.000242072,0,1.04746,0.0586408,0,-5.15077,-0.0253772,0,0.0093
0.0491655,0.00024988,0,1.04735,0.0605301,0,-5.15077,-0.0261958,0,0.0096
0.0491654,0.000257689,0,1.04723,0.0624193,0,-5.15076,-0.0270144,0,0.0099
0.0491654,0.000265498,0,1.04711,0.0643083,0,-5.15076,-0.027833,0,0.0102
0.0491653,0.000273306,0,1.04699,0.066197,0,-5.15075,-0.0286516,0,0.0105
0.0491653,0.000281115,0,1.04686,0.0680855,0,-5.15075,-0.0294703,0,0.0108
0.0491652,0.000288924,0,1.04673,0.0699737,0,-5.15074,-0.0302889,0,0.0111
0.0491652,0.000296732,0,1.0466,0.0718617,0,-5.15074,-0.0311075,0,0.0114
0.0491651,0.000304541,0,1.04646,0.0737495,0,-5.15073,-0.0319261,0,0.0117
0.0491651,0.00031235,0,1.04632,0.075637,0,-5.15073,-0.0327447,0,0.012
