0,0,0,1,0,0,-5.2,0,0,0.0003
-6.26594e-09,0,0,0.999998,0.0018849,0,-5.2,-0.000826432,0,0.0006
-2.50638e-08,-1.97327e-12,0,0.999993,0.00376979,0,-5.2,-0.00165286,0,0.0006
-5.63935e-08,-7.89308e-12,0,0.999984,0.00565467,0,-5.2,-0.00247929,0,0.0009
-1.00255e-07,-1.97327e-11,0,0.999972,0.00753953,0,-5.2,-0.00330573,0,0.0012
-1.56649e-07,-3.94654e-11,0,0.999955,0.00942437,0,-5.2,-0.00413216,0,0.0015
-2.25574e-07,-6.90644e-11,0,0.999936,0.0113092,0,-5.2,-0.00495859,0,0.0018
-3.07031e-07,-1.10503e-10,0,0.999913,0.0131939,0,-5.2,-0.00578502,0,0.0021
-4.0102e-07,-1.65755e-10,0,0.999886,0.0150786,0,-5.2,-0.00661145,0,0.0024
-5.07541e-07,-2.36792e-10,0,0.999856,0.0169633,0,-5.19999,-0.00743788,0,0.0027
-6.26594e-07,-3.25589e-10,0,0.999822,0.0188479,0,-5.19999,-0.00826431,0,0.003
-7.58179e-07,-4.34119e-10,0,0.999785,0.0207324,0,-5.19999,-0.00909074,0,0.0033
-9.02295e-07,-5.64355e-10,0,0.999744,0.0226169,0,-5.19999,-0.00991717,0,0.0036
-1.05894e-06,-7.1827e-10,0,0.999699,0.0245013,0,-5.19999,-0.0107436,0,0.0039
-1.22812e-06,-8.97838e-10,0,0.999651,0.0263856,0,-5.19999,-0.01157,0,0.0042
-1.40984e-06,-1.10503e-09,0,0.999599,0.0282697,0,-5.19999,-0.0123965,0,0.0045
-1.60408e-06,-1.34182e-09,0,0.999544,0.0301538,0,-5.19998,-0.0132229,0,0.0048
-1.81086e-06,-1.61019e-09,0,0.999485,0.0320378,0,-5.19998,-0.0140493,0,0.0051
-2.03016e-06,-1.9121e-09,0,0.999423,0.0339217,0,-5.19998,-0.0148757,0,0.0054
-2.262e-06,-2.24953e-09,0,0.999357,0.0358055,0,-5.19998,-0.0157022,0,0.0057
-2.50638e-06,-2.62445e-09,0,0.999288,0.0376891,0,-5.19997,-0.0165286,0,0.006
-2.76328e-06,-3.03884e-09,0,0.999215,0.0395726,0,-5.19997,-0.017355,0,0.0063
-3.03271e-06,-3.49466e-09,0,0.999138,0.0414559,0,-5.19997,-0.0181815,0,0.0066
-3.31468e-06,-3.9939e-09,0,0.999058,0.0433391,0,-5.19997,-0.0190079,0,0.0069
-3.60918e-06,-4.53852e-09,0,0.998974,0.0452222,0,-5.19996,-0.0198343,0,0.0072
-3.91621e-06,-5.1305e-09,0,0.998887,0.0471051,0,-5.19996,-0.0206607,0,0.0075
-4.23577e-06,-5.77182e-09,0,0.998796,0.0489878,0,-5.19996,-0.0214872,0,0.0078
-4.56787e-06,-6.46444e-09,0,0.998702,0.0508704,0,-5.19995,-0.0223136,0,0.0081
-4.91249e-06,-7.21033e-09,0,0.998604,0.0527527,0,-5.19995,-0.02314,0,0.0084
-5.26965e-06,-8.01148e-09,0,0.998503,0.0546349,0,-5.19994,-0.0239664,0,0.0087
-5.63934e-06,-8.86986e-09,0,0.998398,0.0565169,0,-5.19994,-0.0247929,0,0.009
-6.02156e-06,-9.78743e-09,0,0.998289,0.0583987,0,-5.19994,-0.0256193,0,0.0093
-6.41632e-06,-1.07662e-08,0,0.998177,0.0602802,0,-5.19993,-0.0264457,0,0.0096
